T (K),57.3vol% Weighted heat capacity (J/g-K),57.3vol% enthalpy (J/g)
361.45,1.323061,225.56774
361.55,1.323020923,225.7000421
361.65,1.322918909,225.832334
361.75,1.323020923,225.9646361
361.85,1.322776818,226.0969137
361.95,1.32254,226.2291677
362.05,1.322587364,226.3614265
362.15,1.322379692,226.4936644
362.25,1.322729455,226.6259374
362.35,1.32254,226.7581914
362.45,1.32254,226.8904454
362.55,1.322179308,227.0226633
362.65,1.32254,227.1549173
362.75,1.322980846,227.2872154
362.85,1.322587364,227.4194741
362.95,1.323061,227.5517802
363.05,1.322634727,227.6840437
363.15,1.322660231,227.8163097
363.25,1.322776818,227.9485874
363.35,1.322459846,228.0808334
363.45,1.322303182,228.2130637
363.55,1.322379692,228.3453017
363.65,1.322019,228.4775036
363.75,1.321618231,228.6096654
363.85,1.321498,228.7418152
363.95,1.320977,228.8739129
364.05,1.321450636,229.006058
364.15,1.321017077,229.1381597
364.25,1.320645455,229.2702242
364.35,1.320496077,229.4022738
364.45,1.320787545,229.5343526
364.55,1.320856769,229.6664383
364.65,1.320977,229.798536
364.75,1.320977,229.9306337
364.85,1.320977,230.0627314
364.95,1.321217462,230.1948531
365.05,1.320977,230.3269508
365.15,1.320936923,230.4590445
365.25,1.321071727,230.5911517
365.35,1.321097231,230.7232614
365.45,1.321024364,230.8553638
365.55,1.320977,230.9874615
365.65,1.320408636,231.1195024
365.75,1.320175462,231.25152
365.85,1.319935,231.3835135
365.95,1.320055231,231.515519
366.05,1.319887636,231.6475077
366.15,1.319854846,231.7794932
366.25,1.319887636,231.911482
366.35,1.320215538,232.0435035
366.45,1.320313909,232.1755349
366.55,1.320215538,232.3075565
366.65,1.320266545,232.4395831
366.75,1.320095308,232.5715927
366.85,1.320171818,232.7036099
366.95,1.320135385,232.8356234
367.05,1.319982364,232.9676216
367.15,1.320255615,233.0996472
367.25,1.319935,233.2316407
367.35,1.320095308,233.3636502
367.45,1.320171818,233.4956674
367.55,1.319935,233.6276609
367.65,1.319556091,233.7596165
367.75,1.319213615,233.8915379
367.85,1.319414,234.0234793
367.95,1.318893,234.1553686
368.05,1.318703545,234.2872389
368.15,1.318893,234.4191282
368.25,1.318893,234.5510175
368.35,1.318452154,234.6828627
368.45,1.318703545,234.8147331
368.55,1.318852923,234.9466184
368.65,1.318372,235.0784556
368.75,1.318732692,235.2103289
368.85,1.318182545,235.3421471
368.95,1.318492231,235.4739963
369.05,1.318182545,235.6058146
369.15,1.318051385,235.7376197
369.25,1.317519455,235.8693717
369.35,1.317610538,236.0011327
369.45,1.31733,236.1328657
369.55,1.317169692,236.2645827
369.65,1.317566818,236.3963394
369.75,1.317289923,236.5280684
369.85,1.317093182,236.6597777
369.95,1.317209769,236.7914987
370.05,1.316809,236.9231796
370.15,1.316889154,237.0548685
370.25,1.317093182,237.1865778
370.35,1.316809,237.3182587
370.45,1.316809,237.4499396
370.55,1.316809,237.5816205
370.65,1.316809,237.7133014
370.75,1.316608615,237.8449623
370.85,1.316809,237.9766432
370.95,1.316528462,238.108296
371.05,1.316288,238.2399248
371.15,1.316288,238.3715536
371.25,1.316288,238.5031824
371.35,1.315927308,238.6347751
371.45,1.316098545,238.766385
371.55,1.316207846,238.8980058
371.65,1.316288,239.0296346
371.75,1.315847154,239.1612193
371.85,1.316240636,239.2928434
371.95,1.318091462,239.4246525
372.05,1.323866182,239.5570391
372.15,1.335725308,239.6906117
372.25,1.351802833,239.8257919
