Temperature (C),Heat Capacity (J/g-C),Enthalpy (J/g)
61.55,51.367,196.0651
61.56,51.299,196.57809
61.56,51.226,196.57809
61.57,51.151,197.0896
61.58,51.081,197.60041
61.58,51.003,197.60041
61.59,50.918,198.10959
61.59,50.836,198.10959
61.6,50.743,198.61702
61.61,50.649,199.12351
61.61,50.549,199.12351
61.62,50.449,199.628
61.63,50.347,200.13147
61.63,50.246,200.13147
61.64,50.154,200.63301
61.64,50.057,200.63301
61.65,49.964,201.13265
61.66,49.862,201.63127
61.66,49.76,201.63127
61.67,49.651,202.12778
61.68,49.544,202.62322
61.68,49.43,202.62322
61.69,49.306,203.11628
61.7,49.167,203.60795
61.7,49.025,203.60795
61.71,48.883,204.09678
61.72,48.738,204.58416
61.72,48.587,204.58416
61.73,48.432,205.06848
61.74,48.281,205.55129
61.74,48.125,205.55129
61.75,47.973,206.03102
61.76,47.818,206.5092
61.76,47.66,206.5092
61.77,47.492,206.98412
61.78,47.318,207.4573
61.78,47.14,207.4573
61.79,46.962,207.92692
61.8,46.776,208.39468
61.8,46.588,208.39468
61.81,46.395,208.85863
61.82,46.199,209.32062
61.82,46.006,209.32062
61.83,45.81,209.77872
61.84,45.614,210.23486
61.84,45.415,210.23486
61.85,45.213,210.68699
61.86,45.011,211.1371
61.86,44.805,211.1371
61.87,44.592,211.58302
61.88,44.376,212.02678
61.89,44.149,212.46827
61.89,43.914,212.46827
61.9,43.673,212.905
61.91,43.431,213.33931
61.91,43.184,213.33931
61.92,42.928,213.76859
61.93,42.662,214.19521
61.93,42.388,214.19521
61.94,42.109,214.6163
61.95,41.822,215.03452
61.96,41.523,215.44975
61.97,41.219,215.86194
61.97,40.909,215.86194
61.98,40.592,216.26786
61.99,40.268,216.67054
62,39.942,217.06996
62,39.612,217.06996
62.01,39.272,217.46268
62.02,38.926,217.85194
62.03,38.572,218.23766
62.03,38.213,218.23766
62.04,37.853,218.61619
62.05,37.488,218.99107
62.06,37.116,219.36223
62.07,36.739,219.72962
62.08,36.356,220.09318
62.08,35.97,220.09318
62.09,35.585,220.44903
62.1,35.197,220.801
62.11,34.809,221.14909
62.12,34.423,221.49332
62.12,34.035,221.49332
62.13,33.653,221.82985
62.14,33.277,222.16262
62.15,32.907,222.49169
62.16,32.542,222.81711
62.17,32.178,223.13889
62.18,31.818,223.45707
62.19,31.461,223.77168
62.19,31.109,223.77168
62.2,30.764,224.07932
62.21,30.42,224.38352
62.22,30.083,224.68435
62.23,29.752,224.98187
62.24,29.429,225.27616
62.25,29.119,225.56735
62.26,28.819,225.85554
62.27,28.525,226.14079
62.28,28.236,226.42315
62.29,27.953,226.70268
62.3,27.679,226.97947
62.31,27.411,227.25358
62.32,27.144,227.52502
62.33,26.876,227.79378
62.34,26.614,228.05992
62.35,26.351,228.32343
62.36,26.088,228.58431
62.37,25.827,228.84258
62.38,25.565,229.09823
62.39,25.301,229.35124
62.4,25.032,229.60156
62.41,24.762,229.84918
62.42,24.49,230.09408
62.44,24.212,230.57832
62.45,23.927,230.81759
62.46,23.637,231.05396
62.47,23.345,231.28741
62.48,23.049,231.5179
62.49,22.749,231.74539
62.51,22.446,232.19431
62.52,22.136,232.41567
62.53,21.827,232.63394
62.55,21.515,233.06424
62.56,21.195,233.27619
62.57,20.873,233.48492
62.59,20.547,233.89586
62.6,20.214,234.098
62.62,19.882,234.49564
62.63,19.547,234.69111
62.64,19.207,234.88318
62.66,18.867,235.26052
62.68,18.525,235.63102
62.69,18.19,235.81292
62.71,17.856,236.17004
62.73,17.525,236.52054
62.74,17.205,236.69259
62.76,16.892,237.03043
62.78,16.587,237.36217
62.79,16.295,237.52512
62.81,16.015,237.84542
62.83,15.745,238.16032
62.85,15.487,238.47006
62.87,15.24,238.77486
62.88,15.009,238.92495
62.9,14.787,239.22069
62.92,14.574,239.51217
62.94,14.37,239.79957
62.96,14.175,240.08307
62.97,13.989,240.22296
62.99,13.81,240.49916
63.01,13.638,240.77192
63.03,13.472,241.04136
63.05,13.312,241.3076
63.06,13.155,241.43915
63.08,13.004,241.69923
63.1,12.858,241.95639
63.12,12.714,242.21067
63.14,12.574,242.46215
63.15,12.436,242.58651
63.17,12.304,242.83259
63.19,12.173,243.07605
63.21,12.044,243.31693
63.22,11.916,243.43609
63.24,11.792,243.67193
63.26,11.669,243.90531
63.28,11.546,244.13623
63.29,11.424,244.25047
63.31,11.302,244.47651
63.33,11.184,244.70019
63.34,11.065,244.81084
63.36,10.949,245.02982
63.38,10.834,245.2465
63.4,10.718,245.46086
63.41,10.605,245.56691
63.43,10.494,245.77679
63.45,10.383,245.98445
63.46,10.273,246.08718
63.48,10.163,246.29044
63.5,10.056,246.49156
63.52,9.95,246.69056
63.53,9.846,246.78902
63.55,9.744,246.9839
63.57,9.644,247.17678
63.58,9.545,247.27223
63.6,9.446,247.46115
63.62,9.349,247.64813
63.64,9.25,247.83313
63.65,9.144,247.92457
63.67,9.037,248.10531
63.69,8.927,248.28385
63.7,8.808,248.37193
63.72,8.685,248.54563
63.74,8.555,248.71673
63.76,8.421,248.88515
63.77,8.286,248.96801
63.79,8.149,249.13099
63.81,8.013,249.29125
63.83,7.878,249.44881
63.85,7.746,249.60373
63.86,7.622,249.67995
63.88,7.502,249.82999
63.9,7.386,249.97771
63.92,7.276,250.12323
63.94,7.17,250.26663
63.96,7.069,250.40801
63.98,6.975,250.54751
63.99,6.884,250.61635
64.01,6.798,250.75231
64.03,6.713,250.88657
64.05,6.633,251.01923
64.07,6.554,251.15031
64.09,6.48,251.27991
64.1,6.408,251.34399
64.12,6.337,251.47073
64.14,6.267,251.59607
64.16,6.203,251.72013
64.18,6.141,251.84295
64.19,6.083,251.90378
64.21,6.025,252.02428
64.23,5.968,252.14364
64.25,5.915,252.26194
64.26,5.861,252.32055
64.28,5.808,252.43671
64.3,5.757,252.55185
64.32,5.707,252.66599
64.33,5.658,252.72257
64.35,5.61,252.83477
64.37,5.562,252.94601
64.38,5.519,253.0012
64.4,5.474,253.11068
64.42,5.43,253.21928
64.43,5.387,253.27315
64.45,5.346,253.38007
64.47,5.305,253.48617
64.48,5.263,253.5388
64.5,5.224,253.64328
64.52,5.186,253.747
64.53,5.147,253.79847
64.55,5.107,253.90061
64.56,5.069,253.9513
64.58,5.033,254.05196
64.6,5,254.15196
64.61,4.965,254.20161
64.63,4.93,254.30021
64.64,4.894,254.34915
64.66,4.86,254.44635
64.67,4.827,254.49462
64.69,4.796,254.59054
64.7,4.763,254.63817
64.72,4.73,254.73277
64.73,4.698,254.77975
64.75,4.668,254.87311
64.76,4.641,254.91952
64.78,4.614,255.0118
64.79,4.588,255.05768
64.81,4.56,255.14888
64.82,4.535,255.19423
64.84,4.509,255.28441
64.85,4.483,255.32924
64.86,4.46,255.37384
64.88,4.435,255.46254
64.89,4.413,255.50667
64.91,4.391,255.59449
64.92,4.372,255.63821
64.93,4.352,255.68173
64.95,4.337,255.76847
64.96,4.321,255.81168
64.97,4.303,255.85471
64.99,4.281,255.94033
65,4.256,255.98289
65.01,4.23,256.02519
65.03,4.204,256.10927
65.04,4.179,256.15106
65.06,4.156,256.23418
65.07,4.133,256.27551
65.08,4.115,256.31666
65.1,4.102,256.3987
65.11,4.091,256.43961
65.12,4.079,256.4804
65.14,4.067,256.56174
65.15,4.055,256.60229
65.16,4.039,256.64268
65.17,4.02,256.68288
65.19,3.999,256.76286
65.2,3.98,256.80266
65.21,3.958,256.84224
65.22,3.937,256.88161
65.24,3.916,256.95993
65.25,3.9,256.99893
65.26,3.883,257.03776
65.27,3.868,257.07644
65.29,3.855,257.15354
65.3,3.843,257.19197
65.31,3.827,257.23024
65.32,3.811,257.26835
65.34,3.795,257.34425
65.35,3.777,257.38202
65.36,3.76,257.41962
65.37,3.744,257.45706
65.38,3.726,257.49432
65.4,3.709,257.5685
65.41,3.692,257.60542
65.42,3.678,257.6422
65.43,3.663,257.67883
65.44,3.648,257.71531
65.46,3.636,257.78803
65.47,3.62,257.82423
65.48,3.602,257.86025
65.49,3.586,257.89611
65.5,3.57,257.93181
65.51,3.554,257.96735
65.52,3.541,258.00276
65.54,3.526,258.07328
65.55,3.509,258.10837
65.56,3.495,258.14332
65.57,3.479,258.17811
65.58,3.466,258.21277
65.59,3.453,258.2473
65.6,3.437,258.28167
65.61,3.424,258.31591
65.63,3.406,258.38403
65.64,3.39,258.41793
65.65,3.379,258.45172
65.66,3.363,258.48535
65.67,3.347,258.51882
65.68,3.336,258.55218
65.69,3.321,258.58539
65.7,3.307,258.61846
65.71,3.296,258.65142
65.73,3.287,258.71716
65.74,3.273,258.74989
65.75,3.259,258.78248
65.76,3.246,258.81494
65.77,3.23,258.84724
65.78,3.215,258.87939
65.79,3.201,258.9114
65.8,3.187,258.94327
65.81,3.175,258.97502
65.82,3.16,259.00662
65.83,3.148,259.0381
65.84,3.139,259.06949
65.85,3.124,259.10073
65.86,3.115,259.13188
65.87,3.103,259.16291
65.89,3.09,259.22471
65.9,3.076,259.25547
65.91,3.065,259.28612
65.92,3.052,259.31664
65.93,3.04,259.34704
65.94,3.027,259.37731
65.95,3.014,259.40745
65.96,3.001,259.43746
65.97,2.992,259.46738
65.98,2.983,259.49721
65.99,2.97,259.52691
66,2.96,259.55651
66.01,2.949,259.586
66.02,2.939,259.61539
66.03,2.926,259.64465
66.04,2.912,259.67377
66.05,2.902,259.70279
66.06,2.891,259.7317
66.07,2.879,259.76049
66.08,2.872,259.78921
66.09,2.861,259.81782
66.1,2.848,259.8463
66.11,2.836,259.87466
66.12,2.823,259.90289
66.13,2.813,259.93102
66.14,2.8,259.95902
66.15,2.79,259.98692
66.16,2.78,260.01472
66.17,2.771,260.04243
66.18,2.763,260.07006
66.19,2.754,260.0976
66.2,2.746,260.12506
66.21,2.739,260.15245
66.22,2.728,260.17973
66.23,2.717,260.2069
66.24,2.703,260.23393
66.25,2.691,260.26084
66.26,2.681,260.28765
66.26,2.674,260.28765
66.28,2.667,260.34099
66.29,2.658,260.36757
66.29,2.647,260.36757
66.3,2.638,260.39395
66.31,2.633,260.42028
66.32,2.625,260.44653
66.33,2.616,260.47269
66.34,2.607,260.49876
66.35,2.595,260.52471
66.36,2.587,260.55058
66.37,2.582,260.5764
66.38,2.575,260.60215
66.39,2.568,260.62783
66.4,2.56,260.65343
66.41,2.549,260.67892
66.42,2.539,260.70431
66.43,2.532,260.72963
66.44,2.523,260.75486
66.45,2.511,260.77997
66.46,2.503,260.805
66.47,2.496,260.82996
66.47,2.491,260.82996
66.48,2.483,260.85479
66.49,2.478,260.87957
66.5,2.47,260.90427
66.51,2.461,260.92888
66.52,2.452,260.9534
66.53,2.447,260.97787
66.54,2.439,261.00226
66.55,2.427,261.02653
66.56,2.421,261.05074
66.57,2.419,261.07493
66.58,2.412,261.09905
66.59,2.404,261.12309
66.59,2.4,261.12309
66.6,2.397,261.14706
66.61,2.391,261.17097
66.62,2.387,261.19484
66.63,2.381,261.21865
66.64,2.374,261.24239
66.65,2.366,261.26605
66.66,2.358,261.28963
66.67,2.349,261.31312
66.68,2.342,261.33654
66.69,2.329,261.35983
66.69,2.322,261.35983
66.7,2.315,261.38298
66.71,2.308,261.40606
66.72,2.302,261.42908
66.73,2.297,261.45205
66.74,2.293,261.47498
66.75,2.292,261.4979
66.76,2.294,261.52084
66.77,2.289,261.54373
66.78,2.281,261.56654
66.79,2.276,261.5893
66.79,2.27,261.5893
66.8,2.262,261.61192
66.81,2.255,261.63447
66.82,2.244,261.65691
66.83,2.237,261.67928
66.84,2.231,261.70159
66.85,2.227,261.72386
66.86,2.229,261.74615
66.87,2.225,261.7684
66.87,2.221,261.7684
66.88,2.214,261.79054
66.89,2.209,261.81263
66.9,2.202,261.83465
66.91,2.197,261.85662
66.92,2.192,261.87854
66.93,2.186,261.9004
66.94,2.18,261.9222
66.95,2.177,261.94397
66.96,2.176,261.96573
66.96,2.173,261.96573
66.97,2.168,261.98741
66.98,2.162,262.00903
66.99,2.157,262.0306
67,2.153,262.05213
67.01,2.151,262.07364
67.02,2.145,262.09509
67.03,2.141,262.1165
67.04,2.14,262.1379
67.04,2.139,262.1379
67.05,2.135,262.15925
67.06,2.13,262.18055
67.07,2.124,262.20179
67.08,2.118,262.22297
67.09,2.113,262.2441
67.1,2.108,262.26518
67.11,2.102,262.2862
67.11,2.098,262.2862
67.12,2.093,262.30713
67.13,2.092,262.32805
67.14,2.094,262.34899
67.15,2.091,262.3699
67.16,2.086,262.39076
67.17,2.08,262.41156
67.18,2.078,262.43234
67.18,2.072,262.43234
67.19,2.065,262.45299
67.2,2.062,262.47361
67.21,2.062,262.49423
67.22,2.059,262.51482
67.23,2.059,262.53541
67.24,2.059,262.556
67.25,2.06,262.5766
67.25,2.06,262.5766
67.26,2.059,262.59719
67.27,2.055,262.61774
67.28,2.049,262.63823
67.29,2.041,262.65864
67.3,2.035,262.67899
67.31,2.029,262.69928
67.31,2.022,262.69928
67.32,2.018,262.71946
67.33,2.016,262.73962
67.34,2.015,262.75977
67.35,2.014,262.77991
67.36,2.013,262.80004
67.37,2.015,262.82019
67.38,2.014,262.84033
67.38,2.012,262.84033
67.39,2.013,262.86046
67.4,2.012,262.88058
67.41,2.01,262.90068
67.42,2.007,262.92075
67.43,2.004,262.94079
67.44,2.001,262.9608
67.45,1.998,262.98078
67.45,1.995,262.98078
67.46,1.993,263.00071
67.47,1.991,263.02062
67.48,1.989,263.04051
67.49,1.987,263.06038
67.5,1.985,263.08023
67.5,1.983,263.08023
67.51,1.981,263.10004
67.52,1.98,263.11984
67.53,1.977,263.13961
67.54,1.971,263.15932
67.55,1.967,263.17899
67.56,1.965,263.19864
67.57,1.964,263.21828
67.57,1.963,263.21828
67.58,1.961,263.23789
67.59,1.959,263.25748
67.6,1.958,263.27706
67.61,1.957,263.29663
67.62,1.956,263.31619
67.62,1.955,263.31619
67.63,1.954,263.33573
67.64,1.953,263.35526
67.65,1.951,263.37477
67.66,1.949,263.39426
67.67,1.946,263.41372
67.67,1.944,263.41372
67.68,1.941,263.43313
67.69,1.937,263.4525
67.7,1.935,263.47185
67.71,1.933,263.49118
67.72,1.933,263.51051
67.73,1.933,263.52984
67.74,1.933,263.54917
67.74,1.933,263.54917
67.75,1.933,263.5685
67.76,1.931,263.58781
67.77,1.928,263.60709
67.78,1.925,263.62634
67.79,1.922,263.64556
67.8,1.92,263.66476
67.8,1.917,263.66476
67.81,1.915,263.68391
67.82,1.914,263.70305
67.83,1.914,263.72219
67.84,1.914,263.74133
67.85,1.915,263.76048
67.85,1.914,263.76048
67.86,1.913,263.77961
67.87,1.912,263.79873
67.88,1.911,263.81784
67.89,1.91,263.83694
67.9,1.908,263.85602
67.91,1.906,263.87508
67.91,1.904,263.87508
67.92,1.902,263.8941
67.93,1.899,263.91309
67.94,1.898,263.93207
67.95,1.896,263.95103
67.96,1.895,263.96998
67.97,1.895,263.98893
67.97,1.895,263.98893
67.98,1.895,264.00788
67.99,1.895,264.02683
68,1.896,264.04579
68.01,1.896,264.06475
68.02,1.895,264.0837
68.02,1.893,264.0837
68.03,1.89,264.1026
68.04,1.888,264.12148
68.05,1.885,264.14033
68.06,1.883,264.15916
68.07,1.88,264.17796
68.08,1.878,264.19674
68.08,1.877,264.19674
68.09,1.876,264.2155
68.1,1.875,264.23425
68.11,1.875,264.253
68.12,1.875,264.27175
68.13,1.875,264.2905
68.13,1.875,264.2905
68.14,1.875,264.30925
68.15,1.875,264.328
68.16,1.875,264.34675
68.17,1.875,264.3655
68.18,1.874,264.38424
68.18,1.874,264.38424
68.19,1.873,264.40297
68.2,1.872,264.42169
68.21,1.872,264.44041
68.22,1.872,264.45913
68.23,1.871,264.47784
68.24,1.871,264.49655
68.24,1.871,264.49655
68.25,1.871,264.51526
68.26,1.871,264.53397
68.27,1.871,264.55268
68.28,1.87,264.57138
68.29,1.87,264.59008
68.29,1.869,264.59008
68.3,1.869,264.60877
68.31,1.868,264.62745
68.32,1.868,264.64613
68.33,1.867,264.6648
68.34,1.866,264.68346
68.34,1.865,264.68346
68.35,1.864,264.7021
68.36,1.863,264.72073
68.37,1.862,264.73935
68.38,1.86,264.75795
68.39,1.859,264.77654
68.4,1.859,264.79513
68.4,1.858,264.79513
68.41,1.858,264.81371
68.42,1.858,264.83229
68.43,1.859,264.85088
68.44,1.859,264.86947
68.45,1.859,264.88806
68.45,1.86,264.88806
68.46,1.86,264.90666
68.47,1.859,264.92525
68.48,1.858,264.94383
68.49,1.857,264.9624
68.5,1.856,264.98096
68.5,1.855,264.98096
68.51,1.854,264.9995
68.52,1.853,265.01803
68.53,1.852,265.03655
68.54,1.852,265.05507
68.55,1.852,265.07359
68.55,1.852,265.07359
68.56,1.852,265.09211
68.57,1.852,265.11063
68.58,1.852,265.12915
68.59,1.852,265.14767
68.6,1.853,265.1662
68.6,1.853,265.1662
68.61,1.853,265.18473
68.62,1.853,265.20326
68.63,1.852,265.22178
68.64,1.852,265.2403
68.65,1.851,265.25881
68.66,1.851,265.27732
68.66,1.85,265.27732
68.67,1.85,265.29582
68.68,1.85,265.31432
68.69,1.85,265.33282
68.7,1.85,265.35132
68.7,1.85,265.35132
68.71,1.85,265.36982
68.72,1.849,265.38831
68.73,1.849,265.4068
68.74,1.848,265.42528
68.75,1.848,265.44376
68.76,1.848,265.46224
68.76,1.847,265.46224
68.77,1.847,265.48071
68.78,1.846,265.49917
68.79,1.846,265.51763
68.8,1.846,265.53609
68.81,1.845,265.55454
68.81,1.845,265.55454
68.82,1.845,265.57299
68.83,1.845,265.59144
68.84,1.845,265.60989
68.85,1.845,265.62834
68.86,1.844,265.64678
68.87,1.844,265.66522
68.87,1.844,265.66522
68.88,1.844,265.68366
68.89,1.844,265.7021
68.9,1.845,265.72055
68.91,1.845,265.739
68.91,1.845,265.739
68.92,1.845,265.75745
68.93,1.844,265.77589
68.94,1.844,265.79433
68.95,1.843,265.81276
68.96,1.842,265.83118
68.96,1.841,265.83118
68.97,1.84,265.84958
68.98,1.84,265.86798
68.99,1.839,265.88637
69,1.838,265.90475
69.01,1.838,265.92313
69.01,1.838,265.92313
69.02,1.838,265.94151
69.03,1.838,265.95989
69.04,1.838,265.97827
69.05,1.838,265.99665
69.06,1.838,266.01503
69.07,1.838,266.03341
69.07,1.838,266.03341
69.08,1.837,266.05178
69.09,1.837,266.07015
69.1,1.837,266.08852
69.11,1.837,266.10689
69.11,1.836,266.10689
69.12,1.836,266.12525
69.13,1.836,266.14361
69.14,1.836,266.16197
69.15,1.836,266.18033
69.16,1.835,266.19868
69.17,1.835,266.21703
69.17,1.835,266.21703
69.18,1.834,266.23537
69.19,1.834,266.25371
69.2,1.834,266.27205
69.21,1.834,266.29039
69.22,1.834,266.30873
69.22,1.833,266.30873
69.23,1.833,266.32706
69.24,1.833,266.34539
69.25,1.833,266.36372
69.26,1.833,266.38205
69.27,1.833,266.40038
69.27,1.832,266.40038
69.28,1.832,266.4187
69.29,1.832,266.43702
69.3,1.832,266.45534
69.31,1.831,266.47365
69.32,1.831,266.49196
69.32,1.831,266.49196
69.33,1.831,266.51027
69.34,1.831,266.52858
69.35,1.831,266.54689
69.36,1.831,266.5652
69.37,1.831,266.58351
69.37,1.831,266.58351
69.38,1.831,266.60182
69.39,1.831,266.62013
69.4,1.83,266.63843
69.41,1.83,266.65673
69.42,1.83,266.67503
69.42,1.83,266.67503
69.43,1.829,266.69332
69.44,1.829,266.71161
69.45,1.829,266.7299
69.46,1.828,266.74818
69.47,1.828,266.76646
69.47,1.827,266.76646
69.48,1.827,266.78473
69.49,1.827,266.803
69.5,1.827,266.82127
69.51,1.827,266.83954
69.52,1.827,266.85781
69.53,1.827,266.87608
69.53,1.827,266.87608
69.54,1.826,266.89434
69.55,1.826,266.9126
69.56,1.826,266.93086
69.57,1.826,266.94912
69.57,1.826,266.94912
69.58,1.826,266.96738
69.59,1.826,266.98564
69.6,1.825,267.00389
69.61,1.825,267.02214
69.62,1.825,267.04039
69.62,1.824,267.04039
69.63,1.824,267.05863
69.64,1.824,267.07687
69.65,1.824,267.09511
69.66,1.824,267.11335
69.67,1.823,267.13158
69.68,1.823,267.14981
69.68,1.823,267.14981
69.69,1.823,267.16804
69.7,1.823,267.18627
69.71,1.822,267.20449
69.72,1.822,267.22271
69.72,1.822,267.22271
69.73,1.821,267.24092
69.74,1.821,267.25913
69.75,1.821,267.27734
69.76,1.821,267.29555
69.77,1.821,267.31376
69.77,1.821,267.31376
69.78,1.821,267.33197
69.79,1.821,267.35018
69.8,1.821,267.36839
69.81,1.821,267.3866
69.82,1.821,267.40481
69.83,1.821,267.42302
69.83,1.821,267.42302
69.84,1.821,267.44123
69.85,1.821,267.45944
69.86,1.82,267.47764
69.87,1.82,267.49584
69.88,1.82,267.51404
69.88,1.82,267.51404
69.89,1.82,267.53224
69.9,1.82,267.55044
69.91,1.82,267.56864
69.92,1.82,267.58684
69.93,1.82,267.60504
69.93,1.819,267.60504
69.94,1.819,267.62323
69.95,1.819,267.64142
69.96,1.819,267.65961
69.97,1.819,267.6778
69.97,1.819,267.6778
69.98,1.819,267.69599
69.99,1.819,267.71418
70,1.819,267.73237
70.01,1.819,267.75056
70.02,1.819,267.76875
70.03,1.819,267.78694
70.03,1.819,267.78694
70.04,1.819,267.80513
70.05,1.819,267.82332
70.06,1.818,267.8415
70.07,1.818,267.85968
70.08,1.818,267.87786
70.08,1.817,267.87786
70.09,1.817,267.89603
70.1,1.817,267.9142
70.11,1.816,267.93236
70.12,1.816,267.95052
70.12,1.816,267.95052
70.13,1.816,267.96868
70.14,1.816,267.98684
70.15,1.816,268.005
70.16,1.816,268.02316
70.17,1.816,268.04132
70.17,1.816,268.04132
70.18,1.816,268.05948
70.19,1.816,268.07764
70.2,1.816,268.0958
70.21,1.816,268.11396
70.22,1.816,268.13212
70.23,1.815,268.15027
70.23,1.815,268.15027
70.24,1.815,268.16842
70.25,1.815,268.18657
70.26,1.815,268.20472
70.27,1.814,268.22286
70.28,1.814,268.241
70.28,1.814,268.241
70.29,1.814,268.25914
70.3,1.814,268.27728
70.31,1.814,268.29542
70.32,1.814,268.31356
70.33,1.814,268.3317
70.33,1.813,268.3317
70.34,1.813,268.34983
70.35,1.813,268.36796
70.36,1.813,268.38609
70.37,1.813,268.40422
70.38,1.812,268.42234
70.38,1.812,268.42234
70.39,1.812,268.44046
70.4,1.812,268.45858
70.41,1.812,268.4767
70.42,1.811,268.49481
70.43,1.811,268.51292
70.43,1.811,268.51292
70.44,1.811,268.53103
70.45,1.811,268.54914
70.46,1.811,268.56725
70.47,1.811,268.58536
70.48,1.811,268.60347
70.48,1.811,268.60347
70.49,1.811,268.62158
70.5,1.811,268.63969
70.51,1.811,268.6578
70.52,1.811,268.67591
70.53,1.811,268.69402
70.53,1.81,268.69402
70.54,1.81,268.71212
70.55,1.81,268.73022
70.56,1.81,268.74832
70.57,1.81,268.76642
70.58,1.809,268.78451
70.58,1.809,268.78451
70.59,1.809,268.8026
70.6,1.809,268.82069
70.61,1.809,268.83878
70.62,1.809,268.85687
70.63,1.809,268.87496
70.63,1.809,268.87496
70.64,1.809,268.89305
70.65,1.809,268.91114
70.66,1.809,268.92923
70.67,1.809,268.94732
70.68,1.809,268.96541
70.68,1.809,268.96541
70.69,1.809,268.9835
70.7,1.809,269.00159
70.71,1.809,269.01968
70.72,1.809,269.03777
70.73,1.809,269.05586
70.73,1.809,269.05586
70.74,1.809,269.07395
70.75,1.809,269.09204
70.76,1.809,269.11013
70.77,1.809,269.12822
70.78,1.808,269.1463
70.78,1.808,269.1463
70.79,1.808,269.16438
70.8,1.808,269.18246
70.81,1.808,269.20054
70.82,1.808,269.21862
70.83,1.808,269.2367
70.83,1.808,269.2367
70.84,1.808,269.25478
70.85,1.808,269.27286
70.86,1.808,269.29094
70.87,1.808,269.30902
70.88,1.807,269.32709
70.88,1.807,269.32709
70.89,1.807,269.34516
70.9,1.807,269.36323
70.91,1.807,269.3813
70.92,1.807,269.39937
70.93,1.807,269.41744
70.93,1.807,269.41744
70.94,1.807,269.43551
70.95,1.806,269.45357
70.96,1.806,269.47163
70.97,1.806,269.48969
70.98,1.806,269.50775
70.98,1.806,269.50775
70.99,1.806,269.52581
71,1.805,269.54386
71.01,1.805,269.56191
71.02,1.805,269.57996
71.03,1.804,269.598
71.03,1.804,269.598
71.04,1.804,269.61604
71.05,1.804,269.63408
71.06,1.804,269.65212
71.07,1.804,269.67016
71.08,1.805,269.68821
71.08,1.805,269.68821
71.09,1.805,269.70626
71.1,1.805,269.72431
71.11,1.806,269.74237
71.12,1.806,269.76043
71.13,1.806,269.77849
71.13,1.806,269.77849
71.14,1.806,269.79655
71.15,1.805,269.8146
71.16,1.805,269.83265
71.17,1.805,269.8507
71.18,1.804,269.86874
71.18,1.804,269.86874
71.19,1.804,269.88678
71.2,1.804,269.90482
71.21,1.804,269.92286
71.22,1.804,269.9409
71.23,1.804,269.95894
71.23,1.804,269.95894
71.24,1.804,269.97698
71.25,1.804,269.99502
71.26,1.804,270.01306
71.27,1.804,270.0311
71.28,1.804,270.04914
71.28,1.804,270.04914
71.29,1.804,270.06718
71.3,1.803,270.08521
71.31,1.803,270.10324
71.32,1.803,270.12127
71.33,1.803,270.1393
71.33,1.803,270.1393
71.34,1.803,270.15733
71.35,1.803,270.17536
71.36,1.803,270.19339
71.37,1.803,270.21142
71.38,1.803,270.22945
71.38,1.803,270.22945
71.39,1.803,270.24748
71.4,1.803,270.26551
71.41,1.803,270.28354
71.42,1.803,270.30157
71.43,1.803,270.3196
71.43,1.802,270.3196
71.44,1.802,270.33762
71.45,1.802,270.35564
71.46,1.802,270.37366
71.47,1.803,270.39169
71.48,1.803,270.40972
71.48,1.803,270.40972
71.49,1.802,270.42774
71.5,1.802,270.44576
71.51,1.802,270.46378
71.52,1.802,270.4818
71.53,1.802,270.49982
71.53,1.802,270.49982
71.54,1.802,270.51784
71.55,1.802,270.53586
71.56,1.802,270.55388
71.57,1.802,270.5719
71.58,1.802,270.58992
71.58,1.802,270.58992
71.59,1.802,270.60794
71.6,1.802,270.62596
71.61,1.801,270.64397
71.62,1.801,270.66198
71.63,1.801,270.67999
71.63,1.801,270.67999
71.64,1.801,270.698
71.65,1.801,270.71601
71.66,1.801,270.73402
71.67,1.801,270.75203
71.68,1.801,270.77004
71.68,1.801,270.77004
71.69,1.801,270.78805
71.7,1.801,270.80606
71.71,1.8,270.82406
71.72,1.8,270.84206
71.73,1.8,270.86006
71.73,1.8,270.86006
71.74,1.8,270.87806
71.75,1.8,270.89606
71.76,1.8,270.91406
71.77,1.8,270.93206
71.78,1.8,270.95006
71.78,1.8,270.95006
71.79,1.8,270.96806
71.8,1.799,270.98605
71.81,1.799,271.00404
71.82,1.799,271.02203
71.83,1.799,271.04002
71.83,1.799,271.04002
71.84,1.799,271.05801
71.85,1.799,271.076
71.86,1.799,271.09399
71.87,1.799,271.11198
71.88,1.799,271.12997
71.88,1.799,271.12997
71.89,1.799,271.14796
71.9,1.799,271.16595
71.91,1.799,271.18394
71.92,1.799,271.20193
71.93,1.799,271.21992
71.93,1.799,271.21992
71.94,1.799,271.23791
71.95,1.799,271.2559
71.96,1.799,271.27389
71.97,1.799,271.29188
71.98,1.799,271.30987
71.98,1.799,271.30987
71.99,1.799,271.32786
72,1.799,271.34585
72.01,1.799,271.36384
72.02,1.8,271.38184
72.03,1.8,271.39984
72.04,1.8,271.41784
72.04,1.8,271.41784
72.05,1.8,271.43584
72.06,1.8,271.45384
72.07,1.799,271.47183
72.08,1.799,271.48982
72.08,1.799,271.48982
72.09,1.799,271.50781
72.1,1.799,271.5258
72.11,1.798,271.54378
72.12,1.799,271.56177
72.13,1.799,271.57976
72.13,1.799,271.57976
72.14,1.799,271.59775
72.15,1.799,271.61574
